,shape_area,binomial
5177,4559263338.159097,Babyrousa celebensis
5178,561836515.8056216,Prosciurillus rosenbergii
5179,3303743886.8064194,Melomys cooperae
5180,312706364471.6632,Spalax uralensis
5181,2066027728.5710306,Myotis macropus
5182,103070875905.04022,Nesomys audeberti
5183,358731160.8549017,Melomys howi
5184,76429895.60242303,Lepilemur jamesorum
5185,180063778082.20587,Cratogeomys goldmani
5186,1476672529167.503,Leptonycteris yerbabuenae
5187,334215971.4609896,Aethalops aequalis
5188,93601522553.28186,Aethalops aequalis
5189,10821472194.059422,Neodon forresti
5190,90895747.58541845,Melomys fulgens
5191,1905630899.588715,Uromys boeadii
5192,2439338159.255148,Myotis macropus
5193,1099163427213.737,Oecomys auyantepui
5194,932195324.4350505,Habromys delicatulus
5195,6071347016.69065,Myotis macropus
5196,207648794.14020488,Myotis macropus
5197,1007767657.3741374,Pogonomys fergussoniensis
5198,435888999.10158163,Pogonomys fergussoniensis
5199,8341773061.630146,Cryptonanus guahybae
5200,409601654.8847462,Paramelomys steini
5201,73856935399.57639,Oxymycterus caparoae
5202,11058178.632079227,Cheirogaleus minusculus
5203,43058286977.89898,Nyctalus plancyi
5204,13295001201.802973,Sus philippensis
5205,650997785.6807927,Geomys personatus
5206,665681614.0287777,Dobsonia inermis
5207,711062421.1181117,Loxodonta africana
5208,595889943.0923556,Loxodonta africana
5209,2154658032.6162214,Avahi mooreorum
5210,38875903056382.47,Meles leucurus
5211,15873308563.941818,Cryptotis magna
5212,5518391366.679274,Ctenomys lewisi
5213,1537181666.0748765,Ctenomys occultus
5214,63744627236.08572,Dactylopsila megalura
5215,149806087.48565453,Dactylopsila tatei
5216,1234760169.3977242,Loxodonta africana
5217,32363611.295145042,Microcebus marohita
5218,101948798091.18076,Rhipidomys ipukensis
5219,511340293931.477,Heteromys desmarestianus
5220,54655120551.2382,Pseudohydromys murinus
5221,1421548611658.3313,Sylvisorex ollula
5222,764830113.4065703,Cervus elaphus
5223,320179376.37629426,Rhinolophus darlingi
5224,1632927975785.808,Rhinolophus darlingi
5225,416307232.76284474,Melogale cucphuongensis
5226,3824060344.523329,Asellia italosomalica
5227,266237679092.60904,Asellia italosomalica
5228,6621027442715.0,Rhinopoma cystops
5229,1591241973.6355958,Triaenops persicus
5230,3824060344.523329,Rhinopoma cystops
5231,1591243762.9950182,Epomophorus minor
5232,1591243762.9950182,Epomophorus minor
5233,93690315907.46869,Myotis borneoensis
5234,17579515863.23664,Molossus alvarezi
5235,711544850.9911554,Sturnira burtonlimi
5236,784921971133.1663,Platyrrhinus dorsalis
5237,203457642844.64273,Lophostoma occidentalis
5238,895605794.983113,Rhogeessa menchuae
5239,2561321705.5961514,Rhogeessa velilla
5240,416455020.57884306,Nyctimene keasti
5241,76646759221.46677,Perodicticus potto
5242,112009246.90520386,Perodicticus potto
5243,7814134168.819383,Heterogeomys cherriei
5244,3186950672.2136855,Heterogeomys cherriei
5245,1986807497348.9768,Ochotona pallasii
5246,69755697246.49712,Dendrogale melanura
5247,35286675.68783169,Dobsonia minor
5248,23575175180.624313,Akodon budini
5249,10273696058.178532,Antilocapra americana
5250,1031847407.3618275,Pongo tapanuliensis
5251,126740648.71406348,Taphozous mauritianus
5252,9198454126026.893,Chalinolobus gouldii
5253,370796560.50941473,Hipposideros cineraceus
5254,1882287.494049252,Hipposideros cineraceus
5255,14597966.10169443,Hipposideros cineraceus
5256,12725002603.925573,Loxodonta africana
5257,38499278805.33704,Thomasomys nicefori
5258,7110270242.743413,Tupaia hypochrysa
5259,258224658.51532045,Cryptotis lacertosus
5260,323076156.8008651,Sylvisorex corbeti
5261,571226408993.053,Sphaerias blanfordi
5262,2347024747.539793,Sturnira nana
5263,82003810118.01714,Stylodipus sungorus
5264,24862997.94504991,Sylvilagus mansuetus
5265,3078666994.9790635,Surdisorex norae
5266,29164921.359846685,Suncus mertensi
5267,61035907333.432594,Sundamys infraluteus
5268,5050104608.918193,Tamandua tetradactyla
5269,1347237219050.9565,Taterillus congicus
5270,41680791537.99826,Taterillus lacustris
5271,1226110678872.204,Thrichomys apereoides
5272,5050330506.467213,Trachops cirrhosus
5273,4516681335.469553,Trachypithecus cristatus
5274,3633877938.953209,Soricomys musseri
5275,884121991.4705648,Trachypithecus cristatus
5276,32978707316.755035,Trachypithecus cristatus
5277,1182299082.547469,Trachypithecus cristatus
5278,11621853740.08228,Trachypithecus cristatus
5279,103026784.83496131,Tylomys tumbalensis
5280,693938808.0610926,Zygogeomys trichopus
5281,1871164872877.2742,Xerus inauris
5282,4519854411.384996,Lepus granatensis
5283,483360749326.89215,Crocidura serezkyensis
5284,1150780283898.7725,Chimarrogale styani
5285,70017878889.17603,Ovibos moschatus
5286,7371171243.144035,Ovibos moschatus
5287,449449828285.38226,Sorex raddei
5288,107831296613.64322,Ovibos moschatus
5289,112528238603.74724,Ovibos moschatus
5290,34493954083.193924,Ovibos moschatus
5291,849290791745.7769,Ochotona erythrotis
5292,80202365635.37044,Ovibos moschatus
5293,162850136805.85614,Ovibos moschatus
5294,759922385192.853,Ovibos moschatus
5295,265526843170.45056,Ovibos moschatus
5296,647118409366.1462,Ovibos moschatus
5297,221400406381.55475,Ovibos moschatus
5298,290162282993.85333,Ovibos moschatus
5299,304518552188.5387,Ovibos moschatus
5300,16733397148.250343,Ovibos moschatus
5301,1201683616270.251,Ochotona ladacensis
5302,74379939536.26178,Ovibos moschatus
5303,329388152.9339395,Antechinus bellus
5304,1199123912101.361,Planigale gilesi
5305,62021450031.88394,Lepus starcki
5306,630431922.4218721,Pteropus speciosus
5307,109324699485.1204,Sminthopsis gilberti
5308,36982427046.10053,Mico chrysoleucos
5309,24601098057.338673,Oreonax flavicauda
5310,3073952660.561446,Oreonax flavicauda
5311,42212549228.32827,Neotamias quadrimaculatus
5312,100653055101.84412,Pygathrix nigripes
5313,69283601265.34802,Cebus albifrons
5314,609610672261.6613,Cebus albifrons
5315,3427140524.08256,Cebus albifrons
5316,214196549647.10257,Petropseudes dahli
5317,5050332425.996423,Cebus albifrons
5318,2440356101.495452,Petropseudes dahli
5319,195710369555.65686,Cebus albifrons
5320,27345287573.298275,Micronycteris sanborni
5321,6138970713720.344,Philander opossum
5322,13867370515.299423,Hemiechinus auritus
5323,7987519330545.089,Papio anubis
5324,451550438325.1402,Crocidura batesi
5325,10292420825.757483,Crocidura dsinezumi
5326,103830911588.06255,Crocidura douceti
5327,138265055.4412272,Sylvilagus palustris
5328,6113930679.334024,Lepus granatensis
5329,21026827330.674503,Lynx canadensis
5330,108780660148.0463,Lynx canadensis
5331,4171548542.8808246,Wiedomys cerradensis
5332,332254367792.4047,Cryptonanus unduaviensis
5333,297546230970.6647,Isothrix negrensis
5334,346439980903.9469,Melomys lutillus
5335,293676372.03443974,Rattus omichlodes
5336,234285005530.62323,Crocidura lepidura
5337,37040592158.33691,Lynx canadensis
5338,71837231.53902595,Manis culionensis
5339,15754761759.329231,Lynx canadensis
5340,284226471200.956,Lynx canadensis
5341,83263878227.57144,Erophylla bombifrons
5342,1072307802187.311,Didelphis pernigra
5343,448989686.7047262,Eulemur mongoz
5344,146227854247.7444,Hylomyscus anselli
5345,30307378734.685658,Hylomyscus anselli
5346,1235131244.3541245,Pseudohydromys pumehanae
5347,49987995293.97376,Thomasomys contradictus
5348,2539070963386.5205,Chaerephon jobensis
5349,117127848474.59807,Hylomyscus arcimontensis
5350,19809364926.85005,Microperoryctes papuensis
5351,400671519.05373734,Pseudohydromys carlae
5352,455916945506.69006,Microtus californicus
5353,892434594079.1709,Neodon irene
5354,314176086972.7298,Microtus savii
5355,488597148.79048824,Sus philippensis
5356,22384521855.510456,Thomasomys dispar
5357,378780033.68219113,Sus philippensis
5358,752033054.1862154,Sus philippensis
5359,16391399.056161283,Sus ahoenobarbus
5360,71837231.53902596,Sus ahoenobarbus
5361,22103576.178620465,Sus ahoenobarbus
5362,7053638696.562893,Sus ahoenobarbus
5363,568158319.7554207,Pongo pygmaeus
5364,345273328.77110255,Pongo pygmaeus
5365,399376497.44742763,Pongo pygmaeus
5366,294582187.25304526,Pongo pygmaeus
5367,180237275.937505,Pongo pygmaeus
5368,145495290.5637323,Pongo pygmaeus
5369,814763086.1201067,Cryptotis venezuelensis
5370,492299613.3978775,Chaetodipus siccus
5371,1229736398.9640126,Neotoma insularis
5372,17894357.31907763,Sicista loriger
5373,470264075.4922691,Tupaia ferruginea
5374,7967362839.769916,Crocidura cranbrooki
5375,326360740.2914748,Tupaia palawanensis
5376,727264515.3604605,Sus philippensis
5377,315954441.8199511,Sus philippensis
5378,689129517.2584548,Sus philippensis
5379,413306251.6300898,Tupaia palawanensis
5380,957173800.32609,Tupaia palawanensis
5381,205360222.70679972,Sus philippensis
5382,1830516812.0190434,Sus philippensis
5383,1566323499.6927514,Sus philippensis
5384,959518774.7918438,Sus philippensis
5385,529124091.9729925,Sus philippensis
5386,31597835.31408144,Sus ahoenobarbus
5387,33495583253.19533,Sus philippensis
5388,413375138.29363495,Sus ahoenobarbus
5389,353167418.352781,Pongo pygmaeus
5390,47067187.419271804,Pongo pygmaeus
5391,100830941.91641366,Pongo pygmaeus
5392,28993097.13550494,Pongo pygmaeus
5393,1361307091.464006,Pongo pygmaeus
5394,63171015.074880764,Pongo pygmaeus
5395,993163752.5628664,Sus ahoenobarbus
5396,102772714.63011754,Pongo pygmaeus
5397,22980482415.5057,Pongo pygmaeus
5398,1443877125356.2344,Epomops dobsonii
5399,126487670.52865109,Pongo pygmaeus
5400,378259833.47430974,Pongo pygmaeus
5401,121025943.47740796,Pongo pygmaeus
5402,11578510457.087837,Pongo pygmaeus
5403,310647016.28572536,Pongo pygmaeus
5404,1668360396.547298,Pongo pygmaeus
5405,229146791.21596435,Pongo pygmaeus
5406,1645587291.1870115,Pongo pygmaeus
5407,5192799468.413636,Eptesicus dimissus
5408,145743690322.501,Vespadelus douglasorum
5409,149158210.34054595,Pongo pygmaeus
5410,31022237928.174107,Pongo pygmaeus
5411,112614031703.00014,Pongo pygmaeus
5412,6816731207.619497,Pongo pygmaeus
5413,2012812273.095537,Pongo pygmaeus
5414,329130978.525714,Pongo pygmaeus
5415,10568573568.320658,Pongo pygmaeus
5416,1070712734.6849597,Pongo pygmaeus
5417,65817282.606290445,Pongo pygmaeus
5418,1267705397.761036,Pongo pygmaeus
5419,5256572034.135482,Pongo pygmaeus
5420,568158319.7554207,Pongo pygmaeus
5421,345273328.77110255,Pongo pygmaeus
5422,399376497.44742763,Pongo pygmaeus
5423,294582187.25304526,Pongo pygmaeus
5424,180237275.937505,Pongo pygmaeus
5425,145495290.5637323,Pongo pygmaeus
5426,353167418.352781,Pongo pygmaeus
5427,47067187.419271804,Pongo pygmaeus
5428,100830941.91641366,Pongo pygmaeus
5429,28993097.13550494,Pongo pygmaeus
5430,1361307091.464006,Pongo pygmaeus
5431,63171015.074880764,Pongo pygmaeus
5432,82624638877.95282,Euneomys mordax
5433,102772714.63011754,Pongo pygmaeus
5434,616111390.6527771,Pongo pygmaeus
5435,440157635.5819926,Pongo pygmaeus
5436,22980482415.5057,Pongo pygmaeus
5437,71875548.86475722,Pongo pygmaeus
5438,3284333060.033693,Pongo pygmaeus
5439,455504496.7200264,Pongo pygmaeus
5440,126487670.52865109,Pongo pygmaeus
5441,31022237928.174107,Pongo pygmaeus
5442,121025943.47740796,Pongo pygmaeus
5443,378259833.47430974,Pongo pygmaeus
5444,310647016.28572536,Pongo pygmaeus
5445,1668360396.547298,Pongo pygmaeus
5446,229146791.21596435,Pongo pygmaeus
5447,494461759.2383163,Pongo pygmaeus
5448,190287499.7171857,Pongo pygmaeus
5449,276594257350.96844,Micaelamys granti
5450,149158210.34054595,Pongo pygmaeus
5451,11578510457.087837,Pongo pygmaeus
5452,112614031703.00014,Pongo pygmaeus
5453,1070712734.6849597,Pongo pygmaeus
5454,65817282.606290445,Pongo pygmaeus
5455,5256572034.135482,Pongo pygmaeus
5456,4658188559.53753,Pongo pygmaeus
5457,3121803287.800848,Pongo pygmaeus
5458,2679237710.817376,Crocidura attenuata
5459,83022091.61319251,Crocidura attenuata
5460,106728388.84457788,Crocidura attenuata
5461,5576524878516.106,Crocidura attenuata
5462,43057991026.91298,Crocidura attenuata
5463,282250316175.5285,Caryomys eva
5464,38075835685.93311,Crocidura attenuata
5465,447944094035.8054,Crocidura attenuata
5466,7708042862.851165,Crocidura attenuata
5467,9755939955.08637,Heterogeomys dariensis ssp. thaeleri
5468,878670856.6924624,Tanyuromys aphrastus
5469,3186950672.2136855,Heterogeomys cherriei ssp. matagalpae
5470,14556848879.710104,Akodon kofordi
5471,62628090063.862785,Akodon mimus
5472,2286187608.4299183,Sminthopsis fuliginosus ssp. aitkeni
5473,335436328988.5942,Akodon serrensis
5474,1076620502130.2157,Alouatta seniculus ssp. puruensis
5475,46867535609.94898,Allocebus trichotis
5476,108055458177.44583,Alticola albicaudus
5477,25012987733.074467,Ammospermophilus nelsoni
5478,7037127751.521807,Anotomys leander
5479,144506184.9400437,Callosciurus nigrovittatus
5480,179703439694.86575,Aotus lemurinus
5481,49073740.531883515,Aproteles bulmerae
5482,8319169502917.9375,Artibeus planirostris
5483,317815760596.45605,Atelerix sclateri
5484,3589421087054.589,Atherurus africanus
5485,64881384.102159135,Axis kuhlii
5486,133219299881.94774,Balionycteris maculata
5487,1917540861313.5076,Calomys tener
5488,2299571801630.5933,Cardioderma cor
5489,72366560639.33334,Brachytarsomys albicauda
5490,135533862.79678345,Bunomys coelestis
5491,84587531158.54567,Crocidura elgonius
5492,15616307757.892412,Belomys pearsonii
5493,15618126550.022459,Belomys pearsonii
5494,683563380.9080771,Bettongia gaimardi
5495,23198555870.032543,Fukomys zechi
5496,5734376494.916684,Bettongia penicillata
5497,432610494583.0091,Bibimys labiosus
5498,155028954540.4203,Callosciurus nigrovittatus
5499,128864629229.01909,Callosciurus nigrovittatus
5500,433487752992.2754,Callosciurus nigrovittatus
5501,270507716855.22702,Catopuma badia
5502,494801819214.6562,Sapajus xanthosternos
5503,53309089151.04432,Lariscus hosei
5504,16664074125579.785,Ictonyx striatus
5505,802092713.7863852,Crocidura orii
5506,1010375032.2153435,Cercopithecus mona
5507,98897899.6562606,Crocidura orii
5508,152103562443.9528,Cephalophus ogilbyi
5509,44545955011.18228,Rucervus duvaucelii
5510,10545877.712217165,Lasiurus ebenus
5511,248019913112.89932,Cephalophus ogilbyi
5512,842617429.8247455,Panthera tigris
5513,43388690996.578804,Cephalophus ogilbyi
5514,1759174851.4148035,Rusa alfredi
5515,1128465373307.965,Chaerephon aloysiisabaudiae
5516,293602430.08551455,Crocidura malayana
5517,25712087.114309065,Crocidura malayana
5518,66482791834.45438,Cephalophus ogilbyi
5519,902895902.1741117,Cephalophus ogilbyi
5520,78702956.62880848,Cephalophus ogilbyi
5521,16672231.524097355,Cephalophus ogilbyi
5522,630661703.4741443,Cheiromeles parvidens
5523,10365743.37877119,Crocidura malayana
5524,125661245.40687579,Loxodonta africana
5525,6701336246.421941,Cephalophus spadix
5526,315343142.25701606,Chaerephon gallagheri
5527,1573771953.6823559,Chaetodipus baileyi
5528,137567441092.1644,Lycalopex griseus
5529,1733927.429238231,Melonycteris melanops
5530,4558816838.906392,Cheiromeles parvidens
5531,3898825117.083836,Cheiromeles parvidens
5532,35895424665.71243,Melonycteris melanops
5533,215362686316.4068,Panthera tigris
5534,17170888505.198807,Cheiromeles parvidens
5535,1565667286.411611,Cheiromeles parvidens
5536,53403031159.58072,Panthera tigris
5537,10437627589.496061,Cheiromeles parvidens
5538,715078757.4375926,Cheiromeles parvidens
5539,14581185762.316223,Chiropodomys calamianensis
5540,557490944.0352315,Crocidura malayana
5541,50815651092.30139,Panthera tigris
5542,13277403274.494638,Cheiromeles parvidens
5543,580435114.9605802,Cheiromeles parvidens
5544,170863904765.33948,Cheiromeles parvidens
5545,878379355.4968901,Cheiromeles parvidens
5546,15960165.530912716,Crocidura malayana
5547,4472594.404222187,Melonycteris melanops
5548,4619480308.595964,Cheiromeles parvidens
5549,15885013662.959398,Chlorotalpa duthieae
5550,2174785547812.338,Choeronycteris mexicana
5551,7355003074.266297,Loxodonta africana
5552,7349485284.889151,Cheiromeles parvidens
5553,959814679.3847059,Cheiromeles parvidens
5554,319089867.0334781,Crocidura orii
5555,15721569.959808383,Crocidura malayana
5556,50380964.587838896,Crocidura malayana
5557,3408717928.17199,Cheiromeles parvidens
5558,3811583659897.3613,Cricetulus barabensis
5559,1993206665010.6357,Cricetulus barabensis
5560,66842068.16193704,Crocidura malayana
5561,22131602.216512777,Crocidura malayana
5562,12085004387.256563,Cheiromeles parvidens
5563,10700965183.945951,Colobus angolensis
5564,4140027722.1151533,Colobus angolensis
5565,144510030.94135013,Crocidura malayana
5566,13159835902.13038,Cheiromeles parvidens
5567,492574246.5707032,Cheiromeles parvidens
5568,681422024.4612683,Panthera tigris
5569,10437777212.56154,Chrotomys mindorensis
5570,1999001207351.0728,Cricetulus barabensis
5571,5681313247.298006,Crocidura lucina
5572,259242463.10074362,Loxodonta africana
5573,28218921722.994347,Chrotomys mindorensis
5574,620689526215.1842,Cloeotis percivali
5575,439714022.75491303,Cloeotis percivali
5576,17281220.752898537,Crocidura malayana
5577,370796560.50941473,Crocidura malayana
5578,11558967.18748815,Crocidura malayana
5579,150774216.2448984,Crocidura malayana
5580,31982552889.862198,Crocidura religiosa
5581,1729741964195.7898,Colobus angolensis
5582,68189015973.71895,Colobus angolensis
5583,232604086386.62463,Colobus angolensis
5584,295169539873.9865,Colobus angolensis
5585,543694695.6704942,Colobus angolensis
5586,2812315331843.5073,Papio ursinus
5587,3503933938932.23,Histiotus velatus
5588,241436453664.5584,Hodomys alleni
5589,1859120408.5685549,Ctenomys sociabilis
5590,13352821540.069077,Cynomys parvidens
5591,116828575.90814918,Macrotis lagotis
5592,4812419267.603624,Tragelaphus buxtoni
5593,28525730648.40745,Dendrolagus ursinus
5594,123953865.16267036,Dendromus kahuziensis
5595,1431633182739.9592,Dinomys branickii
5596,93604417.93555292,Santamartamys rufodorsalis
5597,342613231.28661907,Macrotis lagotis
5598,2275753102.4026937,Dobsonia minor
5599,52749704653.513405,Dorcatragus megalotis
5600,2678062435544.27,Lycalopex griseus
5601,346068455523.66583,Phyllomys blainvillii
5602,86715215.55715391,Tragelaphus buxtoni
5603,947829921.7203913,Eptesicus guadeloupensis
5604,654381535.2259421,Eptesicus guadeloupensis
5605,1710833249458.3423,Vespadelus regulus
5606,3211780.213637873,Melonycteris melanops
5607,6705185037.112559,Vespadelus regulus
5608,7263078675.567273,Eulemur mongoz
5609,136755550.0681476,Loxodonta africana
5610,8770243906.46944,Eulemur macaco
5611,60832170.67157429,Eulemur macaco
5612,28328969.835941937,Eulemur macaco
5613,4560146462026.109,Gerbillus henleyi
5614,6934164.458352842,Melonycteris melanops
5615,98027035925.53143,Giraffa camelopardalis
5616,42806677106.39622,Geomys personatus
5617,1380888318.267742,Geomys personatus
5618,245686384090.9696,Gerbillus latastei
5619,7666643763336.555,Gerbillus tarabuli
5620,40130853221.77482,Giraffa camelopardalis
5621,323741561932.565,Giraffa camelopardalis
5622,186897237851.8723,Giraffa camelopardalis
5623,667131214.7435958,Loxodonta africana
5624,311002009738.07635,Giraffa camelopardalis
5625,18141857005.529743,Giraffa camelopardalis
5626,30705355910.68866,Giraffa camelopardalis
5627,423965485367.6105,Giraffa camelopardalis
5628,1387019219.563997,Haeromys minahassae
5629,443790976.66527164,Hipposideros cineraceus
5630,27434792842.99833,Heimyscus fumosus
5631,332111971291.86774,Heliosciurus punctatus
5632,13143829377.861444,Hesperoptenus tomesi
5633,32838186843.061424,Hipposideros dyacorum
5634,739081595317.5391,Hipposideros dyacorum
5635,32061110751.67183,Hipposideros marisae
5636,56244586.10244618,Procyon lotor
5637,69059493.70322558,Hipposideros nequam
5638,152700585330.649,Hipposideros cineraceus
5639,27751985807.02648,Hipposideros cineraceus
5640,1046988210.0696514,Hipposideros coronatus
5641,28419417099953.312,Hyaena hyaena
5642,2262248889278.7427,Hybomys univittatus
5643,257417631557.59262,Hydropotes inermis
5644,3898775303.556927,Hipposideros pygmaeus
5645,7716220979.339045,Hipposideros pygmaeus
5646,13277268703.873232,Hipposideros pygmaeus
5647,12084826529.321623,Hipposideros pygmaeus
5648,2066027728.5710306,Phoniscus papuensis
5649,11765225074.678001,Hipposideros pygmaeus
5650,621135434.0836121,Hylopetes sipora
5651,368087001698.4703,Laephotis botswanae
5652,1253156885.6624289,Iomys sipora
5653,221289297204.4745,Kerivoula muscina
5654,481289715346.15326,Phoniscus papuensis
5655,153533801544.39655,Ichthyomys hydrobates
5656,2541804548.0939007,Phoniscus papuensis
5657,437841729212.3653,Kobus kob
5658,18644378497.281136,Kobus kob
5659,917232337.1621011,Tragelaphus buxtoni
5660,38261923430.19771,Phoniscus papuensis
5661,2718189510.4466467,Laephotis botswanae
5662,197763513815.71277,Kobus kob
5663,4512712628796.322,Lemniscomys striatus
5664,35412581646.869064,Lenoxus apicalis
5665,15449189825572.043,Leopardus pardalis
5666,786169742852.0348,Leporillus apicalis
5667,139841012.9953882,Loxodonta africana
5668,5072725434.948469,Lepus timidus
5669,324891572.2102329,Loxodonta africana
5670,738781364.9757838,Loxodonta africana
5671,6463087843.994946,Lepus timidus
5672,2968550032.03636,Lepus timidus
5673,5050330506.467213,Lonchorhina aurita
5674,15427010420.420734,Loris tardigradus
5675,1088776951.3557026,Loxodonta africana
5676,1818769687.554642,Loxodonta africana
5677,4426445184.824147,Loxodonta africana
5678,1325633874.1948762,Loxodonta africana
5679,468695027.80600536,Loxodonta africana
5680,3724015710.487855,Loxodonta africana
5681,735079927.1116418,Loxodonta africana
5682,1303862147.013829,Loxodonta africana
5683,46744366759.48113,Loxodonta africana
5684,46366978644.260475,Loxodonta africana
5685,4908653885.378028,Loxodonta africana
5686,83925602.1215502,Loxodonta africana
5687,279646158.0308457,Loxodonta africana
5688,275542915.3724924,Loxodonta africana
5689,127304504.19763714,Loxodonta africana
5690,36345513.109956175,Loxodonta africana
5691,307136614.3364249,Tragelaphus buxtoni
5692,3067611244.8927855,Loxodonta africana
5693,117944142719.46004,Loxodonta africana
5694,4255963304.1712933,Loxodonta africana
5695,260178201766.33887,Loxodonta africana
5696,2700500866.6188393,Loxodonta africana
5697,111761129354.905,Loxodonta africana
5698,1887918558.2916005,Loxodonta africana
5699,1157292890.2045767,Loxodonta africana
5700,46529094.55614903,Loxodonta africana
5701,1670791359102.6284,Eligmodontia typus
5702,68925183678.5874,Loxodonta africana
5703,538585178.4972161,Loxodonta africana
5704,1970772500.094212,Loxodonta africana
5705,294729979.6631072,Loxodonta africana
5706,6740416984.138003,Loxodonta africana
5707,796829198.664283,Loxodonta africana
5708,485081817.2499005,Loxodonta africana
5709,329441227.9013987,Loxodonta africana
5710,38126227895.92258,Loxodonta africana
5711,397627964.72462857,Loxodonta africana
5712,99128157.24187768,Loxodonta africana
5713,6687425535.036593,Loxodonta africana
5714,507280984.59026736,Loxodonta africana
5715,2111669223.3359158,Loxodonta africana
5716,1831594259.8176167,Loxodonta africana
5717,81058468.3243398,Loxodonta africana
5718,1791265568.0379102,Loxodonta africana
5719,10562918391.4222,Loxodonta africana
5720,3669732345.766679,Loxodonta africana
5721,2022557985.3331974,Loxodonta africana
5722,984205543.9783971,Loxodonta africana
5723,2117620732.672725,Loxodonta africana
5724,4210725743.1148763,Loxodonta africana
5725,1046862080.9388025,Loxodonta africana
5726,30062634.416547056,Loxodonta africana
5727,175684852.1550773,Loxodonta africana
5728,15971027.707884507,Loxodonta africana
5729,254594385.5213523,Loxodonta africana
5730,4109670814.553172,Loxodonta africana
5731,427827350.25000566,Loxodonta africana
5732,167307514.56866443,Loxodonta africana
5733,149172381.55078894,Loxodonta africana
5734,1572722723.8919454,Loxodonta africana
5735,13784687942.416441,Loxodonta africana
5736,2503704802.1692214,Loxodonta africana
5737,626324430.3425483,Loxodonta africana
5738,338692124.2221927,Loxodonta africana
5739,4815222836.184292,Loxodonta africana
5740,84040061.65307282,Tragelaphus buxtoni
5741,1965736488.071488,Loxodonta africana
5742,2298331127.3064084,Loxodonta africana
5743,1293327342.4654298,Loxodonta africana
5744,954966788.2005044,Loxodonta africana
5745,4808639058.261674,Loxodonta africana
5746,2778531541.7462163,Loxodonta africana
5747,3995025972.353391,Loxodonta africana
5748,10590061024.095863,Loxodonta africana
5749,11171714312.493107,Loxodonta africana
5750,23418963127.76095,Loxodonta africana
5751,223775298.33974478,Loxodonta africana
5752,3435268203.0946717,Loxodonta africana
5753,72806072.04334818,Loxodonta africana
5754,232397317.37878883,Loxodonta africana
5755,1265850389.0671868,Loxodonta africana
5756,377548870.720147,Loxodonta africana
5757,264126033.75283217,Loxodonta africana
5758,387599028.469107,Loxodonta africana
5759,2016577752.5387366,Loxodonta africana
5760,14552190290.054552,Loxodonta africana
5761,2050822279.0773768,Loxodonta africana
5762,1137953634.9239068,Loxodonta africana
5763,153373751.0833179,Monophyllus redmani
5764,152846916.77711204,Loxodonta africana
5765,2528943509.4984503,Loxodonta africana
5766,27011808235.227005,Loxodonta africana
5767,50895374651.116844,Loxodonta africana
5768,769535148.0796574,Loxodonta africana
5769,134689587.4196231,Loxodonta africana
5770,11736061785.05126,Loxodonta africana
5771,1984757189.1950586,Loxodonta africana
5772,144622667.34938172,Loxodonta africana
5773,1655157486.0749588,Loxodonta africana
5774,1549212158.4765697,Loxodonta africana
5775,768799305235.2892,Parotomys littledalei
5776,191887205.25234443,Loxodonta africana
5777,14242418522.801031,Loxodonta africana
5778,704607778.2674003,Loxodonta africana
5779,11809930709.553425,Loxodonta africana
5780,7030684007.97703,Loxodonta africana
5781,174327084.50681013,Loxodonta africana
5782,491659050497.04694,Loxodonta africana
5783,3457032177.2686586,Loxodonta africana
5784,61592372507.6485,Loxodonta africana
5785,5882372968.554748,Loxodonta africana
5786,6368639229.515326,Loxodonta africana
5787,5118968498.335564,Loxodonta africana
5788,37900129285.285965,Loxodonta africana
5789,10207710362.000467,Loxodonta africana
5790,685174912.2949387,Loxodonta africana
5791,21499663960.908146,Loxodonta africana
5792,13075648.880358199,Loxodonta africana
5793,960298514.3450398,Loxodonta africana
5794,25972924071.496895,Loxodonta africana
5795,621101133.0140121,Loxodonta africana
5796,79030843627.95212,Loxodonta africana
5797,782485864.6164927,Loxodonta africana
5798,7133049127.101925,Megadendromus nikolausi
5799,425853474788.2976,Arctonyx albogularis
5800,6896544470.688776,Loxodonta africana
5801,7877498768.157294,Loxodonta africana
5802,1617669.9463437095,Melonycteris melanops
5803,8353451285.628102,Loxodonta africana
5804,8672278047.7767,Loxodonta africana
5805,24669470991.4611,Loxodonta africana
5806,1349653984.7404344,Macrotis lagotis
5807,722191380.1152887,Macrotis lagotis
5808,30968008.863820273,Macrotis lagotis
5809,5632786220.854842,Megadontomys nelsoni
5810,332227334.30132854,Macrotis lagotis
5811,60682887.34068566,Macrotis lagotis
5812,182578429688.9746,Madoqua kirkii
5813,110525032.89261009,Melonycteris melanops
5814,10485543.981070379,Melonycteris melanops
5815,3175382.543164923,Melonycteris melanops
5816,1068781.7254529241,Melonycteris melanops
5817,480860489881.3627,Madoqua kirkii
5818,2727175.5593714793,Melonycteris melanops
5819,951326.8298119337,Melonycteris melanops
5820,814152.5701194805,Melonycteris melanops
5821,616260.3383200525,Melonycteris melanops
5822,284397924574.4594,Madoqua kirkii
5823,848077.3216622458,Melonycteris melanops
5824,1198383.9516238628,Melonycteris melanops
5825,414539134.6694562,Melonycteris melanops
5826,453473524346.98047,Madoqua kirkii
5827,873598073926.1853,Marmota caudata
5828,331551922622.8328,Tupaia tana
5829,1326991650.3298597,Melomys aerosus
5830,248864423096.73926,Melomys leucogaster
