,shape_area,binomial
3406,315732436.6989994,Myotis dieteri
3407,1440559726402.4897,Calomys expulsus
3408,93395640209.02008,Akodon reigi
3409,356766959.8383489,Ctenomys viperinus
3410,2834434894.758541,Lepilemur hubbardorum
3411,83482250416.62592,Scotophilus marovaza
3412,70693538503.07014,Cryptotis alticola
3413,102195569925.47368,Crocidura hutanis
3414,12276716198.310717,Natalus jamaicensis
3415,2442273574916.7017,Papio kindae
3416,333131992.68283325,Isothrix barbarabrownae
3417,308461578.0202758,Lepilemur hollandorum
3418,2154658032.6162214,Lepilemur scottorum
3419,1845175805.602757,Sorex alaskanus
3420,78345357223.89087,Sorex buchariensis
3421,26670543845.235268,Paguma larvata
3422,165460111386.38345,Paguma larvata
3423,433491443898.1269,Tupaia ferruginea
3424,21985748644428.473,Apodemus peninsulae
3425,11644996677389.676,Apodemus sylvaticus
3426,97338580925.25128,Apomys insignis
3427,26295496860461.41,Martes americana
3428,36679403996.70691,Gazella arabica
3429,1989781449336.268,Dolichotis patagonum
3430,5832086317913.042,Allactaga elater
3431,3364188.512324591,Microtus breweri
3432,16451329109727.129,Microtus gregalis
3433,14640346668755.537,Microtus middendorffii
3434,85764192437152.33,Microtus oeconomus
3435,5826229762.098211,Cephalophus nigrifrons
3436,492768524436.94073,Ochotona thomasi
3437,371892271.6327523,Brachyphylla cavernarum
3438,3578606.276843439,Pteropus speciosus
3439,433488588267.1956,Emballonura monticola
3440,13415859.43851012,Paraechinus aethiopicus
3441,86050611.68690312,Dorcopsis atrata
3442,344034576307.1423,Dremomys pyrrhomerus
3443,5090808201.678535,Cephalophus nigrifrons
3444,21647651219.118706,Aethomys silindensis
3445,4064391299265.6953,Micaelamys namaquensis
3446,654474758257.2534,Monodelphis peruviana
3447,5039459686.446236,Cephalophus nigrifrons
3448,33534801.41943803,Pteropus speciosus
3449,1077292962.9874341,Cephalophus nigrifrons
3450,12132367855.168068,Lophuromys flavopunctatus
3451,141648900.58493647,Elaphurus davidianus
3452,117739876.46813956,Rucervus eldii
3453,35707867.02341807,Rucervus eldii
3454,82307516.8743259,Rucervus eldii
3455,6427919.742317021,Petaurus breviceps
3456,355863324.07378054,Rucervus eldii
3457,43900841.696598046,Dobsonia exoleta
3458,68793103721.55826,Necromys punctulatus
3459,408903588.9223844,Crocidura mindorus
3460,116102471282.74878,Rhipidomys itoan
3461,231477857491.15387,Gerbillus gleadowi
3462,112638480682.63193,Gerbillus poecilops
3463,177371383.0942308,Taphozous australis
3464,6155160004.734124,Euroscaptor mizura
3465,4048997371455.74,Pseudois nayaur
3466,86871086608.78008,Pseudois nayaur
3467,105799987.45213868,Brachyphylla cavernarum
3468,130821345.79329616,Podogymnura aureospinula
3469,35655209138.42276,Sorex emarginatus
3470,1945468747402.7185,Mops niveiventer
3471,209311061104.35217,Neodon sikimensis
3472,59210261.385145806,Taphozous australis
3473,829433454.0120275,Myotis dominicensis
3474,37815212071.50594,Hypsugo kitcheneri
3475,187344087706.84448,Balantiopteryx io
3476,695192591650.6888,Oecomys mamorae
3477,28737440216.872322,Oecomys mamorae
3478,372766702.95204633,Brachyphylla cavernarum
3479,84658926.80754198,Brachyphylla cavernarum
3480,2495994821793.675,Mormopterus lumsdenae
3481,2440357157.3249054,Mormopterus lumsdenae
3482,210725589.3491204,Mormopterus lumsdenae
3483,7882591669.168975,Mormopterus lumsdenae
3484,306619525402.2982,Mormopterus kitcheneri
3485,14171233616.204609,Mormopterus halli
3486,829850549.7850944,Myotis martiniquensis
3487,542092037633.09424,Leopardus guigna
3488,3475447.246992718,Petaurus breviceps
3489,770692531.2311319,Paulamys naso
3490,210702811.0360813,Taphozous australis
3491,1044023178754.7524,Petaurista xanthotis
3492,7159501096.264393,Petaurus breviceps
3493,466045117.4685594,Myotis martiniquensis
3494,1601891868.9125664,Myotis martiniquensis
3495,1223439074.8612905,Myotis martiniquensis
3496,176558985.27218357,Martes americana
3497,7219398733833.019,Cavia aperea
3498,51881002118.270515,Eumops nanus
3499,21921641324.296894,Martes americana
3500,18515589963.63278,Martes americana
3501,6404629450.590444,Martes americana
3502,391129220.03391063,Scotophilus livingstonii
3503,3163031228154.1157,Nasua narica
3504,410790265.27169055,Petaurus breviceps
3505,754522196.6807694,Pteropus speciosus
3506,21805385980443.434,Lasiurus blossevillii
3507,461035493442.4925,Sturnira hondurensis
3508,5557352641717.638,Sturnira lilium
3509,46945731.31635837,Pteropus speciosus
3510,104713783.57053176,Pteropus speciosus
3511,281808725.28777236,Pipistrellus abramus
3512,44293236669.81806,Presbytis frontata
3513,185176391509.26212,Prionailurus viverrinus
3514,47117631143.51991,Prionailurus viverrinus
3515,42072382040.83854,Prionailurus viverrinus
3516,553646896.1266987,Nasua narica
3517,315523077.2472304,Brachyphylla cavernarum
3518,350689376306.2904,Beamys hindei
3519,18790107166.23219,Paradoxurus zeylonensis
3520,466112917.3621805,Brachyphylla cavernarum
3521,170250720.51214758,Brachyphylla cavernarum
3522,105342482581.44344,Pattonomys carrikeri
3523,8519907765.437591,Neoromicia isabella
3524,113928727355.2924,Lutreolina massoia
3525,24899774.787281975,Brachyphylla cavernarum
3526,254309276.83500987,Myotis pruinosus
3527,30212060083.3019,Pteropus chrysoproctus
3528,803144140.1245602,Pteropus chrysoproctus
3529,1751491418132.5908,Nanonycteris veldkampii
3530,947829921.7203913,Brachyphylla cavernarum
3531,343669601.32056856,Macruromys elegans
3532,3407863235616.8687,Alticola stoliczkanus
3533,425852274.51172113,Gazella arabica
3534,829433454.0120275,Brachyphylla cavernarum
3535,2249487339.546025,Gazella arabica
3536,25667042829.205425,Alticola stoliczkanus
3537,63639257.68980967,Brachyphylla cavernarum
3538,2160692874.8321385,Gazella arabica
3539,14287546317.700262,Gazella arabica
3540,115983566.86577432,Gazella arabica
3541,118965936611.37611,Akodon aerosus
3542,166758786234.05676,Akodon fumeus
3543,4363407528497.189,Allocricetulus eversmanni
3544,659105359.6503075,Brachyphylla cavernarum
3545,12536024059.17208,Acomys minous
3546,167801064678.15945,Acomys mullah
3547,49153698988.64703,Aconaemys fuscus
3548,184788518675.56064,Anisomys imitator
3549,994854322.8573452,Enchisthenes hartii
3550,5050330506.467213,Enchisthenes hartii
3551,5801903709756.212,Arvicanthis niloticus
3552,674228544486.3099,Arvicanthis niloticus
3553,52416106582533.64,Arvicola amphibius
3554,238354661142.57132,Asellia patrizii
3555,55799486399.69605,Avahi laniger
3556,1633062260232.7532,Baiomys taylori
3557,3051041026909.4326,Berylmys bowersi
3558,51266557.25626688,Lagorchestes hirsutus
3559,707651711.592876,Asellia patrizii
3560,164974175.20774662,Asellia patrizii
3561,242968360.4969927,Brachyphylla cavernarum
3562,9779067393.799646,Brachyphylla cavernarum
3563,1224433940.6914177,Brachyphylla cavernarum
3564,112284288.8424806,Brachyphylla cavernarum
3565,3465246652.783415,Bubalus depressicornis
3566,98564315390.10083,Bubalus depressicornis
3567,6149152010.115163,Bubalus depressicornis
3568,787970565.513118,Bunomys prolatus
3569,9287378986.338335,Callicebus oenanthe
3570,355291478540.0858,Callosciurus inornatus
3571,1959706542981.2236,Calomys laucha
3572,179331001839.94077,Calomyscus hotsoni
3573,1196937466628.7664,Chlorocebus aethiops
3574,94522516010.3145,Rucervus eldii
3575,97827241.72638388,Rucervus eldii
3576,6705185037.112559,Chalinolobus gouldii
3577,39730381.772936024,Crocidura hispida
3578,1855676928.7603164,Chalinolobus gouldii
3579,325931821.9698403,Chiroderma villosum
3580,144560779.25164762,Emballonura monticola
3581,6071425797.516853,Chalinolobus gouldii
3582,47704605.19083702,Chalinolobus gouldii
3583,52885831521.041725,Rhipidomys fulviventer
3584,25038323971.110348,Chimarrogale hantu
3585,5050330506.467213,Chiroderma villosum
3586,1105007711.5100093,Chiropodomys muroides
3587,194255494986.21786,Chiropodomys muroides
3588,1714389345304.9287,Choloepus hoffmanni
3589,13907024591344.186,Chrotopterus auritus
3590,56213678475.26627,Chrysospalax trevelyani
3591,135905407034.65541,Colomys goslingi
3592,247646649584.323,Colomys goslingi
3593,82084073788.06078,Colomys goslingi
3594,447809030428.388,Colomys goslingi
3595,407820386544.6286,Crocidura maquassiensis
3596,1784483358.8179486,Cynopterus horsfieldii
3597,12555396409.776865,Crocidura zimmermanni
3598,48702419.5997732,Crocidura andamanensis
3599,78911359475.94568,Cryptomys hottentotus
3600,78975950157.28127,Ctenodactylus vali
3601,205540052.81275898,Sus philippensis
3602,231830970018.66144,Ctenomys brasiliensis
3603,83229029699.70515,Ctenomys minutus
3604,5591110742.034259,Cynopterus horsfieldii
3605,739081595317.5391,Cynopterus horsfieldii
3606,128871124186.20549,Cynopterus horsfieldii
3607,17026668776.73666,Ctenomys pearsoni
3608,1402174261.8165793,Ctenomys pontifex
3609,185112513458.221,Cynopterus horsfieldii
3610,3384448892424.6772,Dactylomys dactylinus
3611,4738248718.18825,Cynopterus horsfieldii
3612,4064031501.718005,Cynopterus horsfieldii
3613,30014761715.532715,Damaliscus lunatus
3614,367042507584.1603,Damaliscus lunatus
3615,5050104608.988002,Dasypus novemcinctus
3616,3494565849.181427,Eulemur sanfordi
3617,22771558204.97629,Isoodon auratus
3618,139953396473.1992,Damaliscus lunatus
3619,335515033.4309171,Dasypus novemcinctus
3620,326108494.2360774,Dasypus novemcinctus
3621,55670433073.84197,Damaliscus lunatus
3622,29608965989.695316,Kerivoula africana
3623,1331409717892.3188,Damaliscus lunatus
3624,55917578178.25954,Damaliscus lunatus
3625,171087866.63061,Dasyprocta ruatanica
3626,3163547729.444158,Dendrolagus inustus
3627,35255475.7708491,Gorilla gorilla
3628,2040746773.9727662,Dendrolagus inustus
3629,136092921905.76779,Dendrolagus inustus
3630,14592438.02332663,Dobsonia exoleta
3631,1643920884.2649858,Dendrolagus inustus
3632,456843593.8103144,Dendrolagus inustus
3633,40213176456.71101,Dendromus lovati
3634,1195961697.183701,Dobsonia exoleta
3635,2275917061.536145,Dendrolagus inustus
3636,1304106258439.021,Deomys ferrugineus
3637,10337093609.088764,Dipodomys ingens
3638,63549243543.61673,Dipodomys compactus
3639,148961324265.20877,Dinaromys bogdanovi
3640,101877432638.63885,Diplogale hosei
3641,242255884.475634,Dobsonia exoleta
3642,2993866211.465425,Dobsonia exoleta
3643,580410995.2812825,Dobsonia exoleta
3644,170866574035.14514,Dobsonia exoleta
3645,722057315.7819918,Dobsonia exoleta
3646,320568476.61704415,Eidolon helvum
3647,153333884266.5778,Eidolon helvum
3648,4558835703.469724,Dobsonia exoleta
3649,98222877.53020148,Dobsonia exoleta
3650,181265039.32734314,Dobsonia exoleta
3651,75656072.43376388,Dobsonia exoleta
3652,647146977.3210503,Echymipera echinista
3653,320632494.9592426,Eidolon helvum
3654,173532903.94471714,Elaphurus davidianus
3655,1661112579.0838566,Emballonura monticola
3656,4516086519.540585,Emballonura monticola
3657,477872727.5888136,Eptesicus nilssonii
3658,200837021449.08093,Eliomys melanurus
3659,127415959820.06847,Eliurus minor
3660,198033406709.1729,Emballonura monticola
3661,15606343.445197122,Emballonura monticola
3662,42713620.22178581,Emballonura monticola
3663,11621405845.100296,Emballonura monticola
3664,470147860.4472281,Emballonura monticola
3665,8260890.017715484,Emballonura monticola
3666,1182313656.4238038,Emballonura monticola
3667,738939976984.4763,Emballonura monticola
3668,102956331.32999632,Emballonura monticola
3669,236831512753.4924,Phoniscus jagorii
3670,191959322.605959,Emballonura monticola
3671,370604140.07762074,Emballonura monticola
3672,2232866533.280555,Emballonura monticola
3673,4558739726.847349,Emballonura monticola
3674,406086203.8026978,Emballonura monticola
3675,128869113116.40508,Emballonura monticola
3676,177182454.78144607,Emballonura monticola
3677,305271252.8373379,Emballonura monticola
3678,4064037314.540639,Emballonura monticola
3679,3295213.999730165,Emballonura monticola
3680,28476429.9250911,Emballonura monticola
3681,25634741.268892776,Emballonura monticola
3682,3891858325.925261,Emballonura monticola
3683,1783998423.9776955,Emballonura monticola
3684,557933891.5449106,Emballonura monticola
3685,621258193.7117269,Emballonura monticola
3686,170865688298.77014,Emballonura monticola
3687,48826199060.75103,Eothenomys proditor
3688,779822411056.5645,Eozapus setchuanus
3689,3924338296987.439,Epomophorus gambianus
3690,268886948543.01337,Epomophorus minimus
3691,1108428410720.7424,Epomops buettikoferi
3692,34649482710773.258,Eptesicus nilssonii
3693,10548310844.984547,Eptesicus nilssonii
3694,148203184092.0365,Eptesicus nilssonii
3695,183638842650.56064,Eptesicus nilssonii
3696,6705185037.112559,Vespadelus darlingtoni
3697,20666838.5208728,Vespadelus darlingtoni
3698,99605264945.7531,Vespadelus darlingtoni
3699,2843639588674.621,Eptesicus diminutus
3700,4077202608370.118,Vespadelus finlaysoni
3701,1803413035.7154844,Vespadelus finlaysoni
3702,6071425797.516853,Vespadelus finlaysoni
3703,7473932984588.22,Erythrocebus patas
3704,14705306654.03573,Euroscaptor mizura
3705,9239179.627726007,Gorilla gorilla
3706,5211240.144845627,Spilocuscus kraemeri
3707,2712944293.2248306,Feroculus feroculus
3708,674523830.7141649,Glischropus javanus
3709,3689643752.2830925,Gorilla gorilla
3710,1304224736.7321887,Funambulus layardi
3711,2306078444747.701,Funisciurus anerythrus
3712,1792247272567.8088,Funisciurus congicus
3713,87798472136.228,Galago matschiei
3714,8713553329050.344,Galago senegalensis
3715,92053361137.12772,Galidictis fasciata
3716,1206577435.1082404,Galidictis grandidieri
3717,176010702297.0501,Gracilinanus emiliae
3718,398820742338.568,Graphiurus platyops
3719,57708075.87822151,Lagorchestes hirsutus
3720,6995440.313951803,Lagorchestes hirsutus
3721,909785964.221664,Hipposideros cyclops
3722,318486390.74807507,Hipposideros cyclops
3723,228422500092.2147,Macaca assamensis
3724,178336900587.83917,Grammomys buntingi
3725,11130158809.886278,Grammomys minnae
3726,2368783113130.2695,Hipposideros cyclops
3727,654381535.2259421,Myotis dominicensis
3728,1374889061630.8745,Heterocephalus glaber
3729,12901210804.271473,Hipposideros lekaguli
3730,10437604860.731411,Hipposideros lekaguli
3731,118883516366.65813,Hipposideros muscinus
3732,2397259.9708816293,Hipposideros muscinus
3733,54906215856.34421,Hipposideros turpis
3734,193412623.76636788,Hipposideros turpis
3735,14389299.314126099,Hipposideros turpis
3736,338143435.89990956,Hipposideros turpis
3737,3891966801.1406727,Hylobates klossii
3738,621544590.7234265,Hylobates klossii
3739,906520114.7271577,Hylobates klossii
3740,1629347778490.1562,Hylomyscus aeta
3741,1015955042411.4268,Hylomyscus aeta
3742,433487752992.2754,Hystrix sumatrae
3743,8470114.522597115,Manis javanica
3744,5591081182.969213,Phoniscus jagorii
3745,80558436993.04883,Phoniscus jagorii
3746,26964579313.639942,Phoniscus jagorii
3747,293602430.08551455,Phoniscus jagorii
3748,13159835902.13038,Phoniscus jagorii
3749,8783757010.389399,Phoniscus jagorii
3750,734925502003.4077,Kerodon rupestris
3751,21881725337.549145,Kobus leche
3752,7645563755.457982,Kobus leche
3753,557434309.0610394,Manis javanica
3754,165199571291.74994,Kobus leche
3755,9566140584.150513,Kobus leche
3756,13019213455.322918,Kobus leche
3757,997918893.815206,Kobus leche
3758,107134216.69558346,Lasiorhinus krefftii
3759,2249986157.918079,Komodomys rintjanus
3760,328489648.01596665,Komodomys rintjanus
3761,14347054294.975338,Komodomys rintjanus
3762,1182359327.9556792,Manis javanica
3763,739085867479.381,Manis javanica
3764,89056511.13334861,Mandrillus leucophaeus
3765,3891760838.8772216,Lariscus obscurus
3766,621135434.0836121,Lariscus obscurus
3767,906905474.2023152,Lariscus obscurus
3768,20102822436378.28,Lasionycteris noctivagans
3769,88209398778.31625,Megaerops wetmorei
3770,760233845711.9883,Lemniscomys macculus
3771,47450059380.363464,Megaerops wetmorei
3772,2758006948.8543105,Megaerops wetmorei
3773,7994732310.835298,Calomyscus urartensis
3774,782067282.5013566,Leptomys signatus
3775,7536338361336.723,Lichonycteris obscura
3776,16878825750.813967,Lynx lynx
3777,925189782.0272235,Mandrillus leucophaeus
3778,3593875830.878128,Heteromys spectabilis
3779,2788784771.148641,Lynx lynx
3780,1072896910845.2042,Manis javanica
3781,1155958073.1459832,Lynx lynx
3782,220401202085.06488,Capricornis crispus
3783,955332180.6529738,Lynx lynx
3784,21364521100.68262,Lonchophylla mordax
3785,8594292636075.904,Lonchophylla thomasi
3786,382626959840.0898,Lonchothrix emiliae
3787,257087935850.94797,Lorentzimys nouhuysi
3788,425751823001.92816,Lynx lynx
3789,6095299510.882074,Lynx lynx
3790,6684370239.817729,Lynx lynx
3791,553426392.480443,Manis javanica
3792,51997581851.136894,Macaca radiata
3793,60477716146.7761,Macaca sylvanus
3794,8776408.538818274,Macaca sylvanus
3795,43165681461.91248,Mandrillus leucophaeus
3796,5590914821.592277,Manis javanica
3797,4516668444.957132,Manis javanica
3798,11621866516.148834,Manis javanica
3799,410717509.25841004,Manis javanica
3800,1661386263.7160053,Manis javanica
3801,128870689629.84596,Manis javanica
3802,177330021.39333817,Manis javanica
3803,305442253.59907436,Manis javanica
3804,889745416.3429977,Manis javanica
3805,4738787980.804683,Manis javanica
3806,4064066622.689144,Manis javanica
3807,59240816.68497507,Nyctophilus bifax
3808,906516419.1479511,Manis javanica
3809,496576822.4761926,Margaretamys elegans
3810,10390396073.861134,Marmosa tyleriana
3811,281541840608.08307,Mesocricetus raddei
3812,4024363730.8340774,Maxomys alticola
3813,739081452811.6364,Megaderma spasma
3814,192.1931884301669,Melomys rubicola
3815,9854061760902.178,Meriones crassus
3816,7679181519.495829,Meriones crassus
3817,602393827957.6931,Meriones hurrianae
3818,50996910.830397226,Petaurus breviceps
3819,18236575842.64988,Megaderma spasma
3820,122566888.6359091,Trachypithecus obscurus
3821,58952871292.31969,Megaderma spasma
3822,188767516982.37415,Megaderma spasma
3823,33185319255.578278,Melomys capensis
3824,98023720.53432347,Mesocapromys auritus
3825,5050330506.467213,Micronycteris minuta
3826,41033388371.67567,Microtus tatricus
3827,1960458679.4600668,Mops thersites
3828,3354375460.7800765,Molossops aequatorianus
3829,10905146432.342798,Molossus aztecus
3830,559011159.2034328,Molossus aztecus
3831,317945097.81162494,Mops trevori
3832,1376049479.0904973,Mormopterus phrudus
3833,3980875185.1462393,Myotis horsfieldii
3834,2923677453.962707,Myotis pruinosus
3835,433215953197.6284,Mops trevori
3836,37173984020.01805,Muriculus imberbis
3837,36094877636.023186,Mus cervicolor
3838,435865957470.98083,Mus mahomet
3839,560050047709.5612,Mus platythrix
3840,145733409112.3399,Myonycteris relicta
3841,473530001.00464493,Myosorex geata
3842,8273617537637.551,Myotis emarginatus
3843,15939625828.144049,Myotis emarginatus
3844,12530506474.61124,Myotis emarginatus
3845,13867471356.5864,Myotis emarginatus
3846,1203926974.242283,Myotis emarginatus
3847,41027722494.02203,Myotis emarginatus
3848,4738179047.565305,Myotis horsfieldii
3849,738946291153.5359,Myotis horsfieldii
3850,40946240031.7906,Myotis emarginatus
3851,337908450.02508366,Pipistrellus abramus
3852,276577769552.55066,Myotis annectans
3853,897756662.9432178,Myotis horsfieldii
3854,796319602262.8699,Myotis auriculus
3855,947829921.7203913,Myotis dominicensis
3856,39259430517.466774,Myotis horsfieldii
3857,4751746399.3482,Myotis horsfieldii
3858,293607593.0038533,Myotis horsfieldii
3859,8465132919.095831,Myotis horsfieldii
3860,2400531592213.648,Sorex haydeni
3861,5066516255.911421,Neusticomys mussoi
3862,203821270505.76547,Niviventer cremoriventer
3863,128870451061.95494,Niviventer cremoriventer
3864,18673933.85576025,Pipistrellus abramus
3865,52266066162.901375,Pipistrellus abramus
3866,5591019722.405982,Niviventer cremoriventer
3867,948809607.5654408,Niviventer cremoriventer
3868,194870649.48324946,Pipistrellus abramus
3869,11621870351.690804,Niviventer cremoriventer
3870,4515924305.289911,Niviventer cremoriventer
3871,739080749578.8379,Niviventer cremoriventer
3872,4064025363.2944655,Niviventer cremoriventer
3873,557607335.063447,Niviventer cremoriventer
3874,144506184.9400437,Niviventer cremoriventer
3875,3139684127.186431,Niviventer hinpoon
3876,6166384368.046434,Nyctimene certans
3877,293602430.08551455,Trachypithecus obscurus
3878,315456462.62862,Nycteris gambiensis
3879,12448947174406.23,Nycteris macrotis
3880,210142713209.32495,Nyctimene certans
3881,2805892821194.913,Nyctinomops aurispinosus
3882,1591242051.5887547,Nycteris macrotis
3883,22833657160.96175,Nycticebus pygmaeus
3884,1299512221503.8606,Nyctophilus bifax
3885,44794332.25728816,Nyctophilus bifax
3886,3966914778.1552234,Nyctimene malaitensis
3887,3468646368.9497175,Nyctimene malaitensis
3888,6071347016.69065,Nyctophilus bifax
3889,13295341.073844278,Nyctophilus bifax
3890,46801132535.606384,Cratogeomys fumosus
3891,1008981223.8255401,Paracrocidura graueri
3892,15768002722.108116,Leopardus guigna
3893,256234116479.83926,Sekeetamys calurus
3894,32446803931.900608,Oreotragus oreotragus
3895,2718620850.7916718,Oreotragus oreotragus
3896,9957778753.611534,Handleyomys intectus
3897,134774888635.07799,Euryoryzomys lamia
3898,319946769827.17316,Pelomys minor
3899,127644132666.87437,Penthetor lucasi
3900,739074403355.0328,Penthetor lucasi
3901,433488537059.7174,Penthetor lucasi
3902,20431211694.617287,Otomops formosus
3903,81614850745.36365,Otomys denti
3904,6226481849.585564,Sicista kazbegica
3905,144927851329.26,Otomys tropicalis
3906,829195406821.411,Perognathus longimembris
3907,3476581513.5140996,Pipistrellus abramus
3908,14347054294.975338,Papagomys armandvillei
3909,3962747185723.8623,Peromyscus boylii
3910,3820099.997966451,Peromyscus boylii
3911,25478507122.085793,Peromyscus furvus
3912,4204991705.3581076,Peromyscus melanurus
3913,1033362.4242803893,Peromyscus sejugis
3914,15658355.74986304,Peromyscus sejugis
3915,191582646.3091674,Petaurus breviceps
3916,35576511.1868482,Petaurus breviceps
3917,16058872438382.984,Plecotus auritus
3918,1803496861.8246179,Petaurus breviceps
3919,5687135546.373397,Pipistrellus rueppellii
3920,1902152771.1229827,Petaurus breviceps
3921,5480009.315968912,Petaurus breviceps
3922,1374820311.882292,Petaurus breviceps
3923,151199495.28104627,Petaurus breviceps
3924,730795500.6772445,Petaurus breviceps
3925,917831008.1813918,Petaurus breviceps
3926,2440355997.3419957,Petaurus breviceps
3927,2040893489.6469054,Petaurus breviceps
3928,2276063289.4124203,Petaurus breviceps
3929,1417026.8508015617,Petaurus breviceps
3930,575966446.2155405,Petaurus breviceps
3931,6071809944.945048,Petaurus breviceps
3932,221596712.47805464,Petaurus breviceps
3933,852771523.193612,Petaurus breviceps
3934,894456390.6928998,Petaurus breviceps
3935,175671596.90014994,Phalanger rothschildi
3936,2553019966.4155083,Phalanger rothschildi
3937,66778143.713816576,Phalanger rothschildi
3938,368471950724.1234,Phascogale tapoatafa
3939,114639560698.73288,Myodes andersoni
3940,126871106634.01396,Phyllotis andium
3941,5932077119.948983,Phyllotis osgoodi
3942,916502702.1750233,Pipistrellus abramus
3943,897758408.3841187,Pipistrellus abramus
3944,197892755.47099152,Pipistrellus abramus
3945,38075835685.93311,Pipistrellus abramus
3946,1510055202.0383,Pipistrellus abramus
3947,664305110.482655,Pipistrellus abramus
3948,663623523.9007475,Pipistrellus abramus
3949,36178326.59997695,Pipistrellus abramus
3950,2570566279558.155,Pipistrellus ceylonicus
3951,43057991026.91298,Pipistrellus abramus
3952,7357773.29132284,Pipistrellus abramus
3953,2220231100.544198,Pipistrellus ceylonicus
3954,296901495024.34094,Sicista napaea
3955,38075835685.93311,Pipistrellus ceylonicus
3956,129337918.22426638,Pipistrellus permixtus
3957,1591241974.1204164,Pipistrellus rueppellii
3958,126163793880.90762,Pithecia aequatorialis
3959,1818577985.4165373,Plecotus auritus
3960,10548310845.075855,Plecotus auritus
3961,632808238307.8186,Plecotus auritus
3962,234867411491.1368,Plecotus auritus
3963,561836515.8056216,Prosciurillus murinus
3964,31102847774.935387,Planigale novaeguineae
3965,29543349290.3163,Platacanthomys lasiurus
3966,63059028.174908735,Pteropus personatus
3967,24928068639737.12,Glaucomys sabrinus
3968,199672409406.68796,Nycticebus coucang
3969,930999273.1568666,Plecotus auritus
3970,41027727743.71455,Plecotus auritus
3971,1949645545507.873,Corynorhinus rafinesquii
3972,859028579.8611991,Podogymnura aureospinula
3973,439824387.5752332,Podogymnura aureospinula
3974,243052296.08852208,Podoxymys roraimae
3975,9855739476.050016,Abeomelomys sevia
3976,1523564935.7310703,Prionailurus viverrinus
3977,86254767097.99231,Piliocolobus waldronae
3978,1505976068051.5256,Proechimys brevicauda
3979,35514180166.02852,Notocitellus adocetus
3980,22486971111.320923,Ruwenzorisorex suncoides
3981,66136208351.48538,Proechimys decumanus
3982,33452136481.58635,Propithecus coquereli
3983,122161667546.84552,Prosciurillus murinus
3984,6089816319.232261,Prosciurillus murinus
3985,3433028189168.918,Protoxerus stangeri
3986,194997090734.08813,Psammomys vexillaris
3987,51266557.25626688,Pseudomys fieldi
3988,59400510.429198675,Pseudomys fieldi
3989,3514855.52099284,Pseudomys fieldi
3990,2303680279.469748,Pteropus personatus
3991,35279468040.25344,Pseudomys oralis
3992,2552971083.4362354,Pteropus personatus
3993,106747177.38867195,Pteropus personatus
3994,119310487.80255727,Pteropus personatus
3995,185577497.18947163,Pteropus scapulatus
3996,4212194184781.79,Pseudomys desertor
3997,2855572429.3053136,Pseudomys desertor
3998,2159821411230.6797,Pseudomys desertor
3999,651163261.3977021,Pteralopex pulchra
4000,3330911106320.594,Pteronotus gymnonotus
4001,124011076962.77419,Pteronotus quadridens
4002,83263878227.57144,Pteronotus quadridens
4003,12272622138.100105,Pteronotus quadridens
4004,2066027728.5710306,Pteropus scapulatus
4005,852697359.1824362,Pteropus speciosus
4006,9779067393.799646,Pteronotus quadridens
4007,1901996137.1726215,Pteropus personatus
4008,175652081.4927108,Pteropus personatus
4009,18236444746.772724,Pteropus personatus
4010,15899244.376749035,Pteropus scapulatus
4011,2439199728.723082,Pteropus scapulatus
4012,431743409.482192,Pteropus scapulatus
4013,55205335.3580284,Pteropus scapulatus
4014,1271532571.3175697,Pteropus speciosus
4015,6071347016.69065,Pteropus scapulatus
4016,210719270.6822231,Pteropus scapulatus
4017,347803510.0051555,Pteropus scapulatus
4018,59240816.68497507,Pteropus scapulatus
4019,3631026.270213157,Pteropus scapulatus
4020,106386529.73045002,Pteropus scapulatus
4021,2665013758477.9453,Raphicerus sharpei
4022,722631321.3810438,Rattus baluensis
4023,437240648609.07117,Scutisorex somereni
4024,793475019743.555,Spermophilus alashanicus
4025,2366115982.006193,Rattus koopmani
4026,3408904848.1364045,Rattus tanezumi
4027,357736420030.12695,Reithrodontomys gracilis
4028,8377771139789.306,Reithrodontomys megalotis
4029,340408409.6088736,Rhinolophus arcuatus
4030,17571916869.573612,Rattus feliceus
4031,1565565131.6808083,Rhinolophus arcuatus
4032,106691920.71394174,Rhinolophus arcuatus
4033,607610463.024391,Rhinolophus arcuatus
4034,492600308.01024187,Rhinolophus arcuatus
4035,7348299771.010764,Rhinolophus arcuatus
4036,1755498728.1220877,Rhinolophus arcuatus
4037,307198503097.3361,Sciurus nayaritensis
4038,32204678307.23818,Rhinolophus arcuatus
4039,30957210.25788587,Rhinolophus arcuatus
4040,3407906077.6282244,Rhinolophus arcuatus
4041,3185790379.779463,Rhinolophus arcuatus
4042,10437127257.80495,Rhinolophus arcuatus
4043,629932636.6115924,Rhinolophus arcuatus
4044,13277139807.566792,Rhinolophus arcuatus
4045,59778940161.50546,Rhinolophus arcuatus
4046,1147963791.2199016,Rhinolophus arcuatus
4047,12085054929.653587,Rhinolophus arcuatus
4048,689047629.4014353,Rhinolophus arcuatus
4049,3898510954.229187,Rhinolophus arcuatus
4050,4618159725.341897,Rhinolophus arcuatus
4051,714797648.772772,Rhinolophus arcuatus
4052,4050937116.915077,Rhinolophus macrotis
4053,955008450387.6614,Rhinolophus rouxii
