"","Range_size"
"7017",278313130.788063
"7018",840230180477.244
"7019",859314674934.042
"70203940",2125157895023.92
"70204120",8342620673679.53
"70205537",1878580236195.95
"70205771",196205066702.598
"70206273",8423646586938.69
"70207409",43232828674822.6
"70207817",22989734130.4461
"70207949",358623557.182117
"7030",124361573243.329
"7083",460027210780.442
"7084",11802302346646.3
"7112",1944315288810.73
"712",34604002269.4762
"7121",217563627.618956
"7136",193798080175.566
"7137",124780547456.196
"7138",557904436418.318
"714",338831022025.344
"7140",620727376006.294
"71529901",798445705272.196
"71531227",2325213931328.28
"71532724",221874797658.135
"71532803",13071499395.1965
"71533043",1166472348356.9
"71534469",1989211466518.39
"71536513",289470029355.332
"71727235",2541058995.53405
"71733227",1872582724.14507
"72261737",247827616176.038
"72261777",18973115960.2019
"723",114165459188.906
"724",42197044009.2043
"725",402049085753.841
"726",1227616003741.33
"727",60125133068.7104
"728",217532524122.884
"729",19876490779.1889
"730",824145087433.86
"731",289331634415.262
"733",151082142480.622
"735",56345627908.1033
"736",573428042370.265
"737",115454096357.999
"738",141581995438.953
"739",13610994092.0821
"740",40587893976.4815
"741",5994630095.49512
"742",6823733578.59071
"743",717949898648.214
"746",57439277643.9501
"747",429193487575.573
"748",265351806490.431
"750",1057629590499.51
"751",1083345055783.31
"752",33882521333.9711
"753",118603690135.153
"754",22134280257.9203
"755",758196660.021224
"756",275871625048.412
"757",32149611213.9087
"7577",46842775185.3783
"7578",371796230142.845
"7579",447158566023.025
"758",156808587440.728
"75927871",199918689081.993
"760",171092782757.142
"761",15833375251.7602
"7618",2362163699905.86
"7619",148690970887.654
"762",39317422568.3455
"7621",114231273012.532
"7622",88713441628.0726
"7623",279015095275.265
"7624",1756695719.20801
"7625",120856310808.766
"7626",133408493356.068
"763",443710583711.491
"764",66658262867.0339
"76435059",757991132.591666
"76435251",3812793011.29636
"765",339590636017.987
"7653",2603339151.64247
"7654",478896248944.2
"7655",310071394474.02
"7656",2984350724636.06
"7657",3010223775893.16
"766",244639989062.437
"7667",67863564488.754
"7668",216455310751.326
"7669",16542263728.7126
"7670",1212058669505.7
"7671",105689980761.212
"7672",91119169948.2035
"7673",90456792596.8695
"7674",1690479339305.51
"7750",2026050496376.06
"7781",188936375655.007
"7782",398226360868.719
"7783",903281552420.641
"7786",732628361394.136
"7787",3525628504680.71
"7797",8999064959.64673
"7798",115771459856.414
"7799",198444068292.106
"7800",435820539455.67
"7801",1722986444193.35
"7802",177906740797.603
"7803",38470005994.409
"7804",149439301034.476
"7805",285761532959.897
"7806",545021106576.93
"7899",540525789541.568
"7901",383572654208.838
"7902",508126194.390548
"7903",3791198002772.94
"7905",264485882195.876
"7906",4999915162916.05
"7907",1079555418915.81
"7908",1367015960204.46
"7909",4509719726338.37
"7910",10472992149605
"7911",12118863135535.7
"7912",811200273761.175
"7913",2261725704350.75
"7914",643909243119.347
"7915",3885112946368.79
"7916",13117340262551.4
"7919",606796833852.729
"7920",503722132818.358
"7921",4071484949.49636
"7922",2385956805389.73
"7923",132943979317.009
"7924",3435392144232.46
"7926",1470246035651.36
"7927",16292708034045.2
"7928",12796886280976.2
"7929",1468688416.30704
"7931",2853467582287.29
"7932",167224006784.593
"7935",1865591723867.52
"7936",1205038297795.01
"7937",926100899.002013
"7938",148605622377.653
"7939",1241504738534.57
"7942",1128001701.38637
"7944",895634146282.696
"7945",1401978479008.93
"7949",84849828120.4765
"7950",90832523372.4173
"7951",390569840196.749
"7953",1785558575882.6
"7960",100160025058.909
"7994",50294062036.8367
"7995",559492755309.87
"8004",12063259766385.5
"80221085",1480415060.20197
"80221456",264811025106.798
"80221529",16925195405098.4
"80263386",31234.2679527812
"8032",12606895947.6368
"8033",122945384020.775
"8073",7128871528755.06
"81060220",57142551046.972
"81068840",9924768.21880085
"81069403",1163688551423.52
"81081036",1641929004050.12
"811",6856360412844.35
"8162",1674846988775.49
"8166",2104986074271.9
"8168",5126244093.91675
"8199",6235817985.5974
"8202",8336082636.8718
"8203",49839087251.341
"8204",18368020505.8723
"8205",1817018814.39238
"8206",8159929146.66677
"8207",48620368023.1289
"8209",38354456858.7664
"8210",3693589885.48729
"8211",2530924177.67009
"8212",8304305309.09436
"82337482",1613835440138.86
"82345325",3199163754.69309
"82345477",16943690589311.9
"82345555",13838550910634.5
"82345696",231429906.136555
"82348701",668694127.466311
"8241",14106769898503.1
"8243",2407709822846.03
"8245",6416222891025.68
"8246",1223527249833.19
"8247",11695631269560.5
"8248",955823887095.14
"8256",76633313261.5602
"8257",52358500807.7196
"8258",591117957365.114
"8265",782197192098.094
"8266",95879161913.9474
"8269",32782559368.3105
"83683065",2660226904670.59
"83683094",253063721716.25
"83683287",3737367008596.11
"8385",15898036874.7783
"8386",4751092691.95115
"8418",807543660559.129
"843",6417838449.65809
"8436",120457565768.53
"8437",692681060484.437
"84372084",1742012674.42136
"84372245",58700044076.9825
"84372306",2664974467.27913
"84372418",878068703284.471
"84372447",169832161610.282
"8438",155450152131.236
"84384558",1751006965948.94
"84457881",1765045211461.69
"84458822",4433666525065.95
"84459322",310101793772.448
"84462869",3120437727720.26
"84463104",3651482596318.18
"84463728",835056632738.579
"84464403",2023614933999.45
"84466713",134639139881.388
"84466810",104656543883.097
"84466826",384938219.510818
"84466859",38327578235.2018
"84487939",64180.4841524214
"84488443",16413762523.809
"84500832",8074723198.45792
"84500842",16946977591.7293
"84783217",232311262997.117
"84882605",39785125742.278
"850",103462202171.899
"851",234833463551.85
"85181182",3928012200107.59
"852",1563030110070.81
"85200107",852026069541.62
"85200870",2734191339.1776
"85289876",766348293.75224
"85294528",1283365038950.15
"85342651",17585093285.9309
"85342662",132267512.235693
"8539",620424636016.717
"854",734308906934.771
"8540",7009563947558.14
"8541",4661359059477.62
"8542",1948153234781.58
"8548",183986239062.224
"855",1316186051.83535
"8553",2647266107.23169
"85537971",7425595400.71651
"85568289",92410481852.8081
"85568302",41720456800.7644
"85568321",293560210643.92
"856",497396337510.591
"85646524",142578772047.255
"857",4297349435173.47
"85733126",438961443129.454
"85736277",495644633707.293
"858",706422241483.42
"85822291",447425193971.004
"859",5412810787054.57
"860",53732796172.8194
"86051353",7034284360.65539
"861",275856828623.153
"86226097",320041842737.834
"86235821",155158954813.905
"86236150",1914449499658.56
"86257782",6132281622517.46
"86263590",11922173035.551
"865",506344525467.479
"8668",91103591309.7899
"868",42841156889.587
"8700",1276826392.33939
"8701",1263136903675.25
"8702",2908289197870.53
"8703",28410718309.3891
"8704",79432069126.5506
"87411473",144571044.840977
"875",1776747236458.83
"8755",93369079653.7718
"8756",2279777204373.62
"8757",385069492467.982
"8758",1735003124651.9
"8759",570175349184.772
"8760",610756519767.4
"8761",411996766544.474
"8762",2153132089629.56
"8763",224767780453.75
"8771",9816319161437.49
"8785",95558892215.2662
"8786",456007297350.285
"8787",87132208407.4074
"8788",4247265678066.12
"8789",8388328002354.86
"8790",7100217503.66867
"87948061",8990050469956.56
"87948071",26179082306.4689
"87948094",336655875981.693
"87948175",127227705456.901
"87993365",6866885276824.4
"87993512",2203941824995.88
"87993523",751103886.00118
"87993837",1161090373661.27
"87994060",48803732550.8652
"87994083",8971213903782.51
"88017638",200546183747.529
"88018392",539712773740.377
"88018592",4505902975726.81
"88087329",15246077022.8696
"88087340",1057694228371.54
"88087507",925775038628.87
"88087551",160232916250.126
"88108434",318453732.07104
"88108473",5940526443091.36
"88109476",16033954431.2748
"88109511",8204430350129.12
"88109731",1559896275095.06
"88109897",8285909533.00989
"88110411",2501247198426.4
"88120333",350262878.122536
"88120398",333980054.733062
"88132568",4528191493.09421
"88149174",201548717600.966
"88149202",7691508732417.95
"88149216",336541849.414137
"88150984",1102823543.79452
"88151033",2070976206.2388
"88151044",50563555532.2836
"88151055",18346187755097.5
"88151061",845331382390.341
"88151417",685915032.986955
"88151563",42088343806.0912
"88151601",4502804707.20664
"88151726",5754886368.67074
"88151749",827426918.437784
"88151760",4609642059502.69
"88151777",2538621443.10598
"88151904",7326122455245.63
"88151984",880555139289.142
"88152206",688892240.636284
"88154577",420212483301.328
"88159599",44228564276.0243
"88159664",6126462845.09372
"88159688",4859513871626.06
"88159722",1216315862369.5
"88159886",10016822280306.1
"88160214",2670110371937.97
"88160255",1019023637132.73
"88160339",2275624788015.35
"88160364",6225362700.49555
"88160389",766514883916.11
"88160517",25300476437.0248
"8823",32759673741.9259
"8825",1699340102073.27
"8826",163324675724.807
"8827",19190785951.3106
"8833",82601721200.0888
"8834",995714670.690228
"88418111",209319215927.75
"88700294",2816114459.25247
"89333331",1096051047936.68
"89333777",268423914881.076
"89497102",4557311763879.37
"89497187",369086744335.939
"89497686",1306837669221.71
"89497716",421627364437.526
"89531729",46348426405.6628
"8967",152444459928.773
"8968",230062580440.65
"8969",9905633373001.48
"8971",785168594326.328
"8972",1224786303326.97
"8973",2197974495836.82
"8975",180961560698.653
"8976",7107800195423.07
"8977",2613934185998.37
"8978",2764527783696.78
"8982",157281766453.21
"8989",14845750800.1085
"899",10805666795246.1
"8991",93843852214.5892
"8992",128521800814.602
"8994",501099835585.76
"8997",307033321772.629
"8998",100907244478.249
"9001",987878058.039276
"9002",18588187.7741919
"90386297",1821069833754.96
"90386307",125771200603.815
"90386329",95652012763.8905
"90386381",1102579564787.53
"90386442",101439058510.877
"90386452",70580245480.9433
"90386462",952789859.08865
"90389138",3765865488057.75
"9048",10985161462.3608
"9054",120545329360.432
"9055",35465314260.8317
"9056",20504733.206497
"9062",18189303642.5134
"9077",159405665642.234
"9089",232674620971.453
"9092",2191068736695.53
"9093",48792267697.042
"9094",56157026883.4523
"9095",286817658222.561
"9096",22931459612.0237
"9097",55225667399.3431
"9099",523944728.051569
"9100",1770704654765.61
"9101",166259447448.986
"9104",855059372064.26
"9105",117595800017.265
"9106",559283137567.042
"9109",31778877328.2787
"9110",308690665.473621
"9113",2285825369038.71
"9114",138824185107.236
"9116",1542832661529.72
"9119",359416913007.127
"9120",52564294740.045
"9121",78484120851.3668
"9123",9376307815191.19
"9124",183767535867.027
"9125",1140105965.95626
"9126",205253702653.419
"9127",3846929132406.42
"9128",724542156.595093
"9129",11080611027.2089
"9130",812516957.588541
"9131",67878864508.3999
"9132",176128179649.271
"9133",3445452622.25501
"9134",200370273903.258
"9135",219864081093.358
"9136",10213082252864.7
"9137",71424327369.0932
"9138",49789426379.25
"914",239988907291.63
"9140",24834493465.6231
"9141",102195846567.609
"9142",2405193888.9966
"9143",34346013839.7666
"9144",570306770419.273
"9145",3345482833724.84
"9149",259962225173.232
"9150",52589685770.7915
"9151",28879977366.581
"9153",6332114472816.34
"9155",123298497082.06
"918",99542395357.6149
"91934441",2576444752210.41
"9194",1821654575118.61
"91995408",714811214070.229
"922",2337668151118.49
"92250442",1941964971136.71
"9240",3848743427809.52
"9245",2883870902091.46
"92459293",88085084559.051
"9246",211072726109.283
"92461708",408538890.93044
"92463503",62377861372.8353
"92465716",1423683816954.99
"9247",660829368.410594
"92474664",35908532063.2308
"9248",2451566543144.97
"9273",3716729942135.02
"9274",480889971494.956
"9275",1570762122365.74
"9276",327072966040.254
"9277",14858410302299.6
"9283",20212494646.3253
"9303",2864575375720.88
"9404",696516801028.64
"9416",27595480998.6875
"9417",3609142699928.91
"9418",30098164905.7452
"9419",174120233777.208
"9420",329096279185.233
"9421",631663975968.269
"9422",2405718440488.64
"9450",25446341685.2393
"9451",174205553531.51
"9452",41169261901.8335
"9453",417998143819.269
"9454",3257251849289.96
"9455",23110403125.4317
"9456",1912136141.45949
"9457",215705062735.484
"9458",243998493542.213
"9459",10922727533.3515
"9460",2284481986729.54
"9465",101529241500.663
"9466",408106302.955739
"9467",2012582249693.53
"948",80158525103.8799
"9480",394070489395.216
"9481",509777963355.739
"9483",2773770983129.09
"9484",3472143441157.73
"9485",3300458450836.38
"9486",35743073207.9915
"9487",966155444216.433
"9488",323125647118.542
"949",1380081447126.09
"9491",340551543876.972
"9492",54377697640.8767
"9493",68788366049.5488
"950",225997245827.15
"951",2068206895588.54
"952",379222823785.506
"953",19533933332.5779
"954",38435413516.5327
"955",671213841189.328
"95558146",8321159170.70316
"95558305",1005759133045.18
"956",2306364090188.44
"9561",24394376489522.9
"9564",3023861456.86265
"95740145",96708518447.9007
"958",441285332093.571
"9581",77428377425.3641
"959",134541204425.012
"95908089",110380993171.914
"9608",21979772.5585688
"9609",94951728.1223333
"9610",25199025448.8642
"9611",1451407400.66076
"9618",2051047572.95865
"9630",2172946232.99778
"9631",43679088711.2739
"9632",51651594993.2551
"9672",2392794604.69491
"9673",85665696280.4709
"9674",1709042383.88731
"9676",216327761.671371
"9678",39776365378.7162
"9679",388134009334.022
"96790818",109332463206.881
"96791166",47776648184.7671
"96792191",49364268513.746
"96792239",22203174350.9571
"96799835",56471153307.1818
"96799858",25516991742.0497
"9680",2090617185.22354
"96800866",31157028092.9115
"96801038",37815975830.6129
"96801180",557724619479.114
"96802567",10525051141.879
"96802987",13438011142.6337
"96812094",14665034558.7396
"96866849",1595853512866.61
"9690",264779283704.926
"97249078",352992586218.865
"97249272",1635496572206.16
"9736",904195828792.352
"9740",171865465994.826
"9759",504708372601.76
"9760",3567150278354.86
"9828",2122615237935.88
"9830",4714372504927.04
"9831",1063836974229.87
"9832",325700897027.992
"9833",2935775088903.49
"9834",140580947189.004
"9835",129267435905.929
"9869",2913767884.29699
"9917",2096836644.58416
"9918",31556399414.0676
"9919",124007943291.486
"9948",14850894872596.2
"99586593",554677136563.992
"99688187",30713989405.0676
"99712630",5103032360.06012
"9975",460430123584.841
"9976",6861279709.58549
"9977",8960495.81417738
"9978",1051792775333.49
"99783878",3390162363025.28
"9979",44404340281.5028
"9987",1349750761092.97
"99890206",941438890208.085
"99892252",179949758671.732
"9997",5937569349454.31
